,Loan_ID,Loan_Status,Gender,Married,Locality,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
216,LP001430,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,4166,0,44,360,1,Semiurban
217,LP002493,N,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,4166,0,98,360,0,Semiurban
218,LP002114,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,4160,0,71,360,1,Semiurban
219,LP001322,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,4133,0,122,360,1,Semiurban
220,LP001931,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,4124,0,115,360,1,Semiurban
221,LP001743,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Graduate,No,4009,1717,116,360,1,Semiurban
222,LP001151,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,4000,2275,144,360,1,Semiurban
223,LP001488,N,Male,Yes,"Sukhdev Enclave, New Delhi",3,Graduate,No,4000,7750,290,360,1,Semiurban
224,LP001903,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3993,3274,207,360,1,Semiurban
225,LP001131,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3941,2336,134,360,1,Semiurban
226,LP001914,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3927,800,112,360,1,Semiurban
227,LP001691,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Not Graduate,No,3917,0,124,360,1,Semiurban
228,LP001896,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Graduate,No,3900,0,90,360,1,Semiurban
229,LP002798,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3887,2669,162,360,1,Semiurban
230,LP002318,N,Female,No,"Sukhdev Enclave, New Delhi",1,Not Graduate,Yes,3867,0,62,360,1,Semiurban
231,LP002455,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Graduate,No,3859,0,96,360,1,Semiurban
232,LP001658,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3858,0,76,360,1,Semiurban
233,LP001720,Y,Male,Yes,"Sukhdev Enclave, New Delhi",3,Not Graduate,No,3850,983,100,360,1,Semiurban
234,LP001265,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3846,0,111,360,1,Semiurban
235,LP002619,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Not Graduate,No,3814,1483,124,300,1,Semiurban
236,LP002705,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3775,0,110,360,1,Semiurban
237,LP001616,Y,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3750,0,116,360,1,Semiurban
238,LP001116,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Not Graduate,No,3748,1668,110,360,1,Semiurban
239,LP001726,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3727,1775,131,360,1,Semiurban
240,LP002035,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Graduate,No,3717,0,120,360,1,Semiurban
241,LP002807,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Not Graduate,No,3675,242,108,360,1,Semiurban
242,LP001112,Y,Female,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3667,1459,144,360,1,Semiurban
243,LP002408,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3660,5064,187,360,1,Semiurban
244,LP001639,Y,Female,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3625,0,108,360,1,Semiurban
245,LP001325,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Not Graduate,No,3620,0,25,120,1,Semiurban
246,LP002738,Y,Male,No,"Sukhdev Enclave, New Delhi",2,Graduate,No,3617,0,107,360,1,Semiurban
247,LP001098,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3500,1667,114,360,1,Semiurban
248,LP001248,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3500,0,81,300,1,Semiurban
249,LP001870,N,Female,No,"Sukhdev Enclave, New Delhi",1,Graduate,No,3481,0,155,36,1,Semiurban
250,LP001482,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,Yes,3459,0,25,120,1,Semiurban
251,LP002515,Y,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,Yes,3450,2079,162,360,1,Semiurban
252,LP001711,N,Male,Yes,"Sukhdev Enclave, New Delhi",3,Graduate,No,3430,1250,128,360,0,Semiurban
253,LP001702,N,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3418,0,127,360,1,Semiurban
254,LP001811,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Not Graduate,No,3406,4417,123,360,1,Semiurban
255,LP002961,Y,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3400,2500,173,360,1,Semiurban
256,LP002768,N,Male,No,"Sukhdev Enclave, New Delhi",0,Not Graduate,No,3358,0,80,36,1,Semiurban
257,LP002586,Y,Female,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3326,913,105,84,1,Semiurban
258,LP001792,Y,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3315,0,96,360,1,Semiurban
259,LP002347,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3246,1417,138,360,1,Semiurban
260,LP002126,Y,Male,Yes,"Sukhdev Enclave, New Delhi",3,Not Graduate,No,3173,0,74,360,1,Semiurban
261,LP001263,N,Male,Yes,"Sukhdev Enclave, New Delhi",3,Graduate,No,3167,4000,180,300,0,Semiurban
262,LP001404,Y,Female,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3167,2283,154,360,1,Semiurban
263,LP002894,Y,Female,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3166,0,36,360,1,Semiurban
264,LP002606,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3159,0,100,360,1,Semiurban
265,LP001778,Y,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3155,1779,140,360,1,Semiurban
266,LP001665,N,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3125,2583,170,360,1,Semiurban
267,LP001565,N,Male,Yes,"Sukhdev Enclave, New Delhi",1,Graduate,No,3089,1280,121,360,0,Semiurban
268,LP001157,Y,Female,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,3086,0,120,360,1,Semiurban
269,LP001014,N,Male,Yes,"Sukhdev Enclave, New Delhi",3,Graduate,No,3036,2504,158,360,0,Semiurban
270,LP002928,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,3000,3416,56,180,1,Semiurban
271,LP001744,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,2971,2791,144,360,1,Semiurban
272,LP001316,Y,Male,Yes,"Sukhdev Enclave, New Delhi",0,Graduate,No,2958,2900,131,360,1,Semiurban
273,LP001432,Y,Male,Yes,"Sukhdev Enclave, New Delhi",2,Graduate,No,2957,0,81,360,1,Semiurban
274,LP002098,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Graduate,No,2935,0,98,360,1,Semiurban
275,LP002004,Y,Male,No,"Sukhdev Enclave, New Delhi",0,Not Graduate,No,2927,2405,111,360,1,Semiurban
276,LP002002,Y,Female,No,"Park Circus, New Delhi",0,Graduate,No,2917,0,84,360,1,Semiurban
277,LP002600,Y,Male,Yes,"Park Circus, New Delhi",1,Graduate,Yes,2895,0,95,360,1,Semiurban
278,LP001824,Y,Male,Yes,"Park Circus, New Delhi",1,Graduate,No,2882,1843,123,480,1,Semiurban
279,LP001068,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2799,2253,122,360,1,Semiurban
280,LP001900,Y,Male,Yes,"Park Circus, New Delhi",1,Graduate,No,2750,1842,115,360,1,Semiurban
281,LP002926,N,Male,Yes,"Park Circus, New Delhi",2,Graduate,Yes,2726,0,106,360,0,Semiurban
282,LP001478,Y,Male,No,"Park Circus, New Delhi",0,Graduate,No,2718,0,70,360,1,Semiurban
283,LP001194,Y,Male,Yes,"Park Circus, New Delhi",2,Graduate,No,2708,1167,97,360,1,Semiurban
284,LP001507,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2698,2034,122,360,1,Semiurban
285,LP002714,Y,Male,No,"Park Circus, New Delhi",1,Not Graduate,No,2679,1302,94,360,1,Semiurban
286,LP001843,Y,Male,Yes,"Park Circus, New Delhi",1,Not Graduate,No,2661,7101,279,180,1,Semiurban
287,LP001894,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2620,2223,150,360,1,Semiurban
288,LP001047,N,Male,Yes,"Park Circus, New Delhi",0,Not Graduate,No,2600,1911,116,360,0,Semiurban
289,LP001674,Y,Male,Yes,"Park Circus, New Delhi",1,Not Graduate,No,2600,2500,90,360,1,Semiurban
290,LP001925,N,Female,No,"Park Circus, New Delhi",0,Graduate,Yes,2600,1717,99,300,1,Semiurban
291,LP001282,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2500,2118,104,360,1,Semiurban
292,LP002187,N,Male,No,"Park Circus, New Delhi",0,Graduate,No,2500,0,96,480,1,Semiurban
293,LP002690,Y,Male,No,"Park Circus, New Delhi",0,Graduate,No,2500,0,55,360,1,Semiurban
294,LP002129,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2499,2458,160,360,1,Semiurban
295,LP001765,Y,Male,Yes,"Park Circus, New Delhi",1,Graduate,No,2491,2054,104,360,1,Semiurban
296,LP001327,Y,Female,Yes,"Park Circus, New Delhi",0,Graduate,No,2484,2302,137,360,1,Semiurban
297,LP002387,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2425,2340,143,360,1,Semiurban
298,LP002143,Y,Female,Yes,"Park Circus, New Delhi",0,Graduate,No,2423,505,130,360,1,Semiurban
299,LP002051,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2400,2167,115,360,1,Semiurban
300,LP001947,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2383,3334,172,360,1,Semiurban
301,LP001279,Y,Male,No,"Park Circus, New Delhi",0,Graduate,No,2366,2531,136,360,1,Semiurban
302,LP002239,Y,Male,No,"Park Circus, New Delhi",0,Not Graduate,No,2346,1600,132,360,1,Semiurban
303,LP001514,Y,Female,Yes,"Park Circus, New Delhi",0,Graduate,No,2330,4486,100,360,1,Semiurban
304,LP001579,N,Male,No,"Park Circus, New Delhi",0,Graduate,No,2237,0,63,480,0,Semiurban
305,LP002689,Y,Male,Yes,"Park Circus, New Delhi",2,Not Graduate,No,2192,1742,45,360,1,Semiurban
306,LP002917,Y,Female,No,"Park Circus, New Delhi",0,Not Graduate,No,2165,0,70,360,1,Semiurban
307,LP002335,N,Female,Yes,"Park Circus, New Delhi",0,Not Graduate,No,2149,3237,178,360,0,Semiurban
308,LP002743,N,Female,No,"Park Circus, New Delhi",0,Graduate,No,2138,0,99,360,0,Semiurban
309,LP001431,Y,Female,No,"Park Circus, New Delhi",0,Graduate,No,2137,8980,137,360,0,Semiurban
310,LP001195,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2132,1591,96,360,1,Semiurban
311,LP002648,N,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2130,6666,70,180,1,Semiurban
312,LP002537,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,2083,3150,128,360,1,Semiurban
313,LP001384,Y,Male,Yes,"Park Circus, New Delhi",3,Not Graduate,No,2071,754,94,480,1,Semiurban
314,LP001868,Y,Male,No,"Park Circus, New Delhi",0,Graduate,No,2060,2209,134,360,1,Semiurban
315,LP002670,Y,Female,Yes,"Park Circus, New Delhi",2,Graduate,No,2031,1632,113,480,1,Semiurban
316,LP002265,Y,Male,Yes,"Park Circus, New Delhi",2,Not Graduate,No,1993,1625,113,180,1,Semiurban
317,LP001333,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,1977,997,50,360,1,Semiurban
318,LP002300,Y,Female,No,"Park Circus, New Delhi",0,Not Graduate,No,1963,0,53,360,1,Semiurban
319,LP001155,Y,Female,Yes,"Park Circus, New Delhi",0,Not Graduate,No,1928,1644,100,360,1,Semiurban
320,LP002398,Y,Male,No,"Park Circus, New Delhi",0,Graduate,No,1926,1851,50,360,1,Semiurban
321,LP001245,Y,Male,Yes,"Park Circus, New Delhi",2,Not Graduate,Yes,1875,1875,97,360,1,Semiurban
322,LP001560,Y,Male,Yes,"Park Circus, New Delhi",0,Not Graduate,No,1863,1041,98,360,1,Semiurban
323,LP001343,Y,Male,Yes,"Park Circus, New Delhi",0,Graduate,No,1759,3541,131,360,1,Semiurban
324,LP001835,N,Male,Yes,"Park Circus, New Delhi",0,Not Graduate,No,1668,3890,201,360,0,Semiurban
325,LP002287,N,Female,No,"Park Circus, New Delhi",0,Graduate,No,1500,1800,103,360,0,Semiurban
326,LP002547,N,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,18333,0,500,360,1,Urban
327,LP002731,Y,Female,No,"Naman Enclave, New Delhi",0,Not Graduate,Yes,18165,0,125,360,1,Urban
328,LP002855,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,16666,0,275,360,1,Urban
329,LP001844,N,Male,No,"Naman Enclave, New Delhi",0,Graduate,Yes,16250,0,192,360,0,Urban
330,LP002938,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,Yes,16120,0,260,360,1,Urban
331,LP001516,Y,Female,Yes,"Naman Enclave, New Delhi",2,Graduate,No,14866,0,70,360,1,Urban
332,LP002634,Y,Female,No,"Naman Enclave, New Delhi",1,Graduate,No,13262,0,40,360,1,Urban
333,LP001508,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,11757,0,187,180,1,Urban
334,LP001186,N,Female,Yes,"Naman Enclave, New Delhi",1,Graduate,Yes,11500,0,286,360,0,Urban
335,LP001369,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,11417,1126,225,360,1,Urban
336,LP001891,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,11146,0,136,360,1,Urban
337,LP001673,N,Male,No,"Naman Enclave, New Delhi",0,Graduate,Yes,11000,0,83,360,1,Urban
338,LP001233,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,10750,0,312,360,1,Urban
339,LP001451,N,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,Yes,10513,3850,160,180,0,Urban
340,LP002403,N,Male,No,"Naman Enclave, New Delhi",0,Graduate,Yes,10416,0,187,360,0,Urban
341,LP001422,Y,Female,No,"Naman Enclave, New Delhi",0,Graduate,No,10408,0,259,360,1,Urban
342,LP001814,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,9703,0,112,360,1,Urban
343,LP001543,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,9538,0,187,360,1,Urban
344,LP001572,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,9323,0,75,180,1,Urban
345,LP001531,N,Male,No,"Naman Enclave, New Delhi",0,Graduate,No,9166,0,244,360,1,Urban
346,LP002832,N,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,8799,0,258,360,0,Urban
347,LP001289,Y,Male,No,"Naman Enclave, New Delhi",0,Graduate,No,8566,0,210,360,1,Urban
348,LP001198,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,8080,2250,180,360,1,Urban
349,LP002983,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,8072,240,253,360,1,Urban
350,LP001562,N,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,7933,0,275,360,1,Urban
351,LP001713,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,Yes,7787,0,240,360,1,Urban
352,LP002484,Y,Male,Yes,"Naman Enclave, New Delhi",3,Graduate,No,7740,0,128,180,1,Urban
353,LP001043,N,Male,Yes,"Naman Enclave, New Delhi",0,Not Graduate,No,7660,0,104,360,0,Urban
354,LP002984,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,7583,0,187,360,1,Urban
355,LP002234,Y,Male,No,"Naman Enclave, New Delhi",0,Graduate,Yes,7167,0,128,360,1,Urban
356,LP001238,Y,Male,Yes,"Naman Enclave, New Delhi",3,Not Graduate,Yes,7100,0,125,60,1,Urban
357,LP001819,Y,Male,Yes,"Naman Enclave, New Delhi",1,Not Graduate,No,6608,0,137,180,1,Urban
358,LP001633,N,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,6400,7250,180,360,0,Urban
359,LP002734,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,6133,3906,324,360,1,Urban
360,LP001813,N,Male,No,"Naman Enclave, New Delhi",0,Graduate,Yes,6050,4333,120,180,1,Urban
361,LP001657,N,Male,Yes,"Naman Enclave, New Delhi",0,Not Graduate,No,6033,0,160,360,1,Urban
362,LP001008,Y,Male,No,"Naman Enclave, New Delhi",0,Graduate,No,6000,0,141,360,1,Urban
363,LP002231,Y,Female,No,"Naman Enclave, New Delhi",0,Graduate,No,6000,0,156,360,1,Urban
364,LP001046,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,5955,5625,315,360,1,Urban
365,LP001144,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,5821,0,144,360,1,Urban
366,LP002948,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,5780,0,192,360,1,Urban
367,LP002953,Y,Male,Yes,"Naman Enclave, New Delhi",3,Graduate,No,5703,0,128,360,1,Urban
368,LP001138,Y,Male,Yes,"Naman Enclave, New Delhi",1,Graduate,No,5649,0,44,360,1,Urban
369,LP001011,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,Yes,5417,4196,267,360,1,Urban
370,LP001498,Y,Male,No,"Naman Enclave, New Delhi",0,Graduate,No,5417,0,168,360,1,Urban
371,LP002225,Y,Male,Yes,"Naman Enclave, New Delhi",2,Graduate,No,5391,0,130,360,1,Urban
372,LP001385,Y,Male,No,"Naman Enclave, New Delhi",0,Graduate,No,5316,0,136,360,1,Urban
373,LP001854,N,Male,Yes,"Naman Enclave, New Delhi",3,Graduate,No,5250,0,94,360,1,Urban
374,LP001032,Y,Male,No,"Naman Enclave, New Delhi",0,Graduate,No,4950,0,125,360,1,Urban
375,LP002211,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,4817,923,120,180,1,Urban
376,LP002175,Y,Male,Yes,"Naman Enclave, New Delhi",0,Graduate,No,4750,2333,130,360,1,Urban
377,LP001954,Y,Female,Yes,"Hari Vihar, New Delhi",1,Graduate,No,4666,0,135,360,1,Urban
378,LP001179,N,Male,Yes,"Hari Vihar, New Delhi",2,Graduate,No,4616,0,134,360,1,Urban
379,LP002236,N,Male,Yes,"Hari Vihar, New Delhi",2,Graduate,No,4566,0,100,360,1,Urban
380,LP002119,Y,Male,Yes,"Hari Vihar, New Delhi",1,Not Graduate,No,4554,1229,158,360,1,Urban
381,LP002097,Y,Male,No,"Hari Vihar, New Delhi",1,Graduate,No,4384,1793,117,360,1,Urban
382,LP001882,Y,Male,Yes,"Hari Vihar, New Delhi",3,Graduate,No,4333,1811,160,360,0,Urban
383,LP002086,N,Female,Yes,"Hari Vihar, New Delhi",0,Graduate,No,4333,2451,110,360,1,Urban
384,LP002505,N,Male,Yes,"Hari Vihar, New Delhi",0,Graduate,No,4333,2451,110,360,1,Urban
385,LP002459,Y,Male,Yes,"Hari Vihar, New Delhi",0,Graduate,No,4301,0,118,360,1,Urban
386,LP001345,Y,Male,Yes,"Hari Vihar, New Delhi",2,Not Graduate,No,4288,3263,133,180,1,Urban
387,LP002720,Y,Male,Yes,"Hari Vihar, New Delhi",3,Graduate,No,4281,0,100,360,1,Urban
388,LP001073,Y,Male,Yes,"Hari Vihar, New Delhi",2,Not Graduate,No,4226,1040,110,360,1,Urban
389,LP001114,Y,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,4166,7210,184,360,1,Urban
390,LP001910,N,Male,No,"Hari Vihar, New Delhi",1,Not Graduate,Yes,4053,2426,158,360,0,Urban
391,LP001018,Y,Male,Yes,"Hari Vihar, New Delhi",2,Graduate,No,4006,1526,168,360,1,Urban
392,LP001275,Y,Male,Yes,"Hari Vihar, New Delhi",1,Graduate,No,3988,0,50,240,1,Urban
393,LP002151,N,Male,Yes,"Hari Vihar, New Delhi",1,Graduate,No,3875,0,67,360,1,Urban
394,LP001379,N,Male,Yes,"Hari Vihar, New Delhi",2,Graduate,No,3800,3600,216,360,0,Urban
395,LP001255,N,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,3750,0,113,480,1,Urban
396,LP001256,N,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,3750,4750,176,360,1,Urban
397,LP002390,Y,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,3750,0,100,360,1,Urban
398,LP002467,N,Male,Yes,"Hari Vihar, New Delhi",0,Graduate,No,3708,2569,173,360,1,Urban
399,LP001119,N,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,3600,0,80,360,1,Urban
400,LP001036,N,Female,No,"Hari Vihar, New Delhi",0,Graduate,No,3510,0,76,360,0,Urban
401,LP001688,Y,Male,Yes,"Hari Vihar, New Delhi",1,Not Graduate,No,3500,1083,135,360,1,Urban
402,LP001836,N,Female,No,"Hari Vihar, New Delhi",2,Graduate,No,3427,0,138,360,1,Urban
403,LP002842,Y,Male,Yes,"Hari Vihar, New Delhi",1,Graduate,No,3417,1750,186,360,1,Urban
404,LP002031,Y,Male,Yes,"Hari Vihar, New Delhi",1,Not Graduate,No,3399,1640,111,180,1,Urban
405,LP001199,Y,Male,Yes,"Hari Vihar, New Delhi",2,Not Graduate,No,3357,2859,144,360,1,Urban
406,LP002785,Y,Male,Yes,"Hari Vihar, New Delhi",1,Graduate,No,3333,3250,158,360,1,Urban
407,LP002836,Y,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,3333,0,70,360,1,Urban
408,LP001491,Y,Male,Yes,"Hari Vihar, New Delhi",2,Graduate,Yes,3316,3500,88,360,1,Urban
409,LP002643,Y,Male,Yes,"Hari Vihar, New Delhi",2,Graduate,No,3283,2035,148,360,1,Urban
410,LP001319,Y,Male,Yes,"Hari Vihar, New Delhi",2,Not Graduate,No,3273,1820,81,360,1,Urban
411,LP001535,Y,Male,No,"Hari Vihar, New Delhi",0,Graduate,No,3254,0,50,360,1,Urban
412,LP001693,Y,Female,No,"Hari Vihar, New Delhi",0,Graduate,No,3244,0,80,360,1,Urban
413,LP001888,Y,Female,No,"Tibetan Colony, New Delhi",0,Graduate,No,3237,0,30,360,1,Urban
414,LP002874,Y,Male,No,"Tibetan Colony, New Delhi",0,Graduate,No,3229,2739,110,360,1,Urban
415,LP001243,Y,Male,Yes,"Tibetan Colony, New Delhi",0,Graduate,No,3208,3066,172,360,1,Urban
416,LP001024,Y,Male,Yes,"Tibetan Colony, New Delhi",2,Graduate,No,3200,700,70,360,1,Urban
417,LP001228,N,Male,No,"Tibetan Colony, New Delhi",0,Not Graduate,No,3200,2254,126,180,0,Urban
418,LP002277,N,Female,No,"Tibetan Colony, New Delhi",0,Graduate,No,3180,0,71,360,0,Urban
419,LP001716,Y,Male,Yes,"Tibetan Colony, New Delhi",0,Graduate,No,3173,3021,137,360,1,Urban
420,LP001095,N,Male,No,"Tibetan Colony, New Delhi",0,Graduate,No,3167,0,74,360,1,Urban
421,LP002841,N,Male,Yes,"Tibetan Colony, New Delhi",0,Graduate,No,3166,2064,104,360,0,Urban
422,LP002868,Y,Male,Yes,"Tibetan Colony, New Delhi",2,Graduate,No,3159,461,108,84,1,Urban
423,LP001940,Y,Male,Yes,"Tibetan Colony, New Delhi",2,Graduate,No,3153,1560,134,360,1,Urban
424,LP001904,Y,Male,Yes,"Tibetan Colony, New Delhi",0,Graduate,No,3103,1300,80,360,1,Urban
425,LP002266,Y,Male,Yes,"Tibetan Colony, New Delhi",2,Graduate,No,3100,1400,113,360,1,Urban
426,LP002131,Y,Male,Yes,"Tibetan Colony, New Delhi",2,Not Graduate,No,3083,2168,126,360,1,Urban
427,LP001028,Y,Male,Yes,"Tibetan Colony, New Delhi",2,Graduate,No,3073,8106,200,360,1,Urban
428,LP002224,N,Male,No,"Tibetan Colony, New Delhi",0,Graduate,No,3069,0,71,480,1,Urban
429,LP002205,N,Male,No,"Tibetan Colony, New Delhi",1,Graduate,No,3062,1987,111,180,0,Urban
430,LP001367,Y,Male,Yes,"Tibetan Colony, New Delhi",1,Graduate,No,3052,1030,100,360,1,Urban
